# Synthetic demo spectrum: Ag_n+ (n=1..15), Cu_n+ (n=1..4), Ag_nO+, Ag_nO2+, AgCu+, Ag2Cu+, Ag3Cu+, Na+, K+
# Gaussian profile peaks, resolving power 3000, sampling step 0.02 m/z, Gaussian + shot noise
m/z,intensity
1106.82,27.6
1106.84,28.6
1106.86,27.8
1106.88,28.3
1106.90,14.4
1106.92,22.9
1106.94,22.5
1106.96,19.5
1106.98,21.5
1107.00,27.3
1107.02,41.5
1107.04,17.3
1107.06,25.8
1107.08,27.8
1107.10,31.9
1107.12,18.9
1107.14,19.7
1107.16,27.8
1107.18,21.5
1107.20,10.6
1107.22,31.6
1107.24,18.2
1107.26,26.1
1107.28,26.2
1107.30,15.0
1107.32,20.9
1107.34,28.3
1107.36,33.3
1107.38,20.2
1107.40,19.8
1107.42,21.9
1107.44,26.4
1107.46,42.1
1107.48,15.1
1107.50,21.4
1107.52,40.6
1107.54,27.0
1107.56,20.1
1107.58,18.2
1107.60,22.7
1107.62,29.6
1107.64,24.9
1107.66,31.0
1107.68,38.1
1107.70,17.4
1107.72,29.7
1107.74,27.3
1107.76,31.7
1107.78,21.4
1107.80,34.6
1107.82,18.6
1107.84,26.9
1107.86,18.7
1107.88,23.2
1107.90,30.3
1107.92,23.0
1107.94,26.1
1107.96,28.0
1107.98,18.4
1108.00,21.4
1108.02,17.0
1108.04,29.9
1108.06,35.3
1108.08,23.6
1108.10,28.6
1108.12,22.1
1108.14,27.2
1108.16,19.2
1108.18,26.4
1108.20,36.3
1108.22,36.2
1108.24,35.0
1108.26,10.2
1108.28,19.9
1108.30,37.4
1108.32,44.2
1108.34,20.6
1108.36,36.6
1108.38,42.8
1108.40,33.8
1108.42,30.4
1108.44,30.1
1108.46,33.8
1108.48,22.4
1108.50,20.2
1108.52,25.7
1108.54,37.9
1108.56,30.2
1108.58,30.1
1108.60,18.2
1108.62,25.0
1108.64,32.5
1108.66,5.8
1108.68,22.2
1108.70,26.1
1108.72,24.8
1108.74,14.3
1108.76,16.8
1108.78,24.9
1108.80,16.4
1108.82,24.9
1108.84,31.1
1108.86,38.7
1108.88,27.3
1108.90,18.1
1108.92,25.9
1108.94,18.7
1108.96,25.2
1108.98,23.0
1109.00,28.7
1109.02,18.9
1109.04,30.4
1109.06,16.8
1109.08,23.9
1109.10,21.2
1109.12,37.2
1109.14,19.2
1109.16,18.9
1109.18,16.6
1109.20,22.2
1109.22,21.7
1109.24,32.3
1109.26,15.3
1109.28,18.5
1109.30,8.3
1109.32,24.2
1109.34,7.8
1109.36,18.7
1109.38,32.8
1109.40,25.8
1109.42,32.5
1109.44,2.0
1109.46,19.5
1109.48,27.1
1109.50,28.3
1109.52,32.3
1109.54,43.4
1109.56,16.2
1109.58,39.7
1109.60,30.1
1109.62,21.9
1109.64,41.1
1109.66,27.3
1109.68,24.1
1109.70,15.6
1109.72,24.8
1109.74,22.7
1109.76,13.2
1109.78,27.5
1109.80,26.4
1109.82,19.7
1109.84,13.6
1109.86,18.6
1109.88,27.7
1109.90,22.8
1109.92,29.7
1109.94,18.6
1109.96,24.5
1109.98,55.7
1110.00,34.0
1110.02,24.8
1110.04,24.3
1110.06,26.4
1110.08,32.5
1110.10,32.8
1110.12,26.0
1110.14,38.7
1110.16,30.6
1110.18,11.0
1110.20,14.2
1110.22,18.1
1110.24,43.0
1110.26,25.4
1110.28,26.1
1110.30,24.6
1110.32,19.8
1110.34,29.9
1110.36,26.5
1110.38,23.2
1110.40,35.7
1110.42,12.4
1110.44,25.7
1110.46,25.6
1110.48,35.2
1110.50,32.8
1110.52,19.6
1110.54,22.5
1110.56,23.5
1110.58,35.8
1110.60,33.4
1110.62,26.1
1110.64,27.6
1110.66,15.4
1110.68,24.5
1110.70,33.1
1110.72,15.3
1110.74,27.2
1110.76,26.4
1110.78,37.2
1110.80,27.4
1110.82,33.8
1110.84,28.4
1110.86,30.6
1110.88,22.7
1110.90,33.9
1110.92,39.3
1110.94,19.1
1110.96,32.6
1110.98,25.0
1111.00,28.1
1111.02,0.0
1111.04,39.5
1111.06,25.7
1111.08,49.6
1111.10,34.5
1111.12,34.8
1111.14,29.4
1111.16,26.0
1111.18,10.2
1111.20,20.3
1111.22,20.8
1111.24,27.4
1111.26,21.2
1111.28,29.5
1111.30,26.6
1111.32,34.4
1111.34,27.3
1111.36,19.3
1111.38,38.8
1111.40,27.3
1111.42,29.0
1111.44,18.6
1111.46,25.6
1111.48,39.6
1111.50,19.3
1111.52,36.7
1111.54,28.9
1111.56,8.2
1111.58,33.1
1111.60,3.9
1111.62,28.6
1111.64,39.7
1111.66,31.6
1111.68,22.0
1111.70,37.5
1111.72,20.2
1111.74,0.7
1111.76,16.1
1111.78,16.5
1111.80,16.5
1111.82,22.5
1111.84,13.6
1111.86,24.2
1111.88,20.1
1111.90,25.3
1111.92,16.0
1111.94,28.0
1111.96,17.2
1111.98,15.5
1112.00,27.9
1112.02,21.0
1112.04,11.0
1112.06,27.1
1112.08,32.7
1112.10,32.7
1112.12,24.3
1112.14,28.2
1112.16,24.0
1112.18,10.0
1112.20,21.1
1112.22,15.4
1112.24,29.8
1112.26,22.2
1112.28,26.3
1112.30,14.8
1112.32,14.9
1112.34,26.9
1112.36,13.0
1112.38,21.0
1112.40,30.3
1112.42,36.5
1112.44,26.2
1112.46,22.9
1112.48,41.7
1112.50,38.5
1112.52,34.2
1112.54,25.1
1112.56,23.0
1112.58,12.8
1112.60,23.9
1112.62,24.1
1112.64,27.5
1112.66,35.4
1112.68,24.7
1112.70,11.1
1112.72,25.5
1112.74,22.3
1112.76,19.7
1112.78,37.1
1112.80,36.2
1112.82,21.2
1112.84,23.7
1112.86,14.6
1112.88,22.1
1112.90,22.0
1112.92,25.7
1112.94,32.7
1112.96,24.3
1112.98,34.5
1113.00,33.5
1113.02,34.9
1113.04,32.4
1113.06,41.5
1113.08,40.2
1113.10,35.8
1113.12,36.9
1113.14,27.4
1113.16,13.0
1113.18,25.6
1113.20,24.7
1113.22,19.6
1113.24,22.7
1113.26,43.6
1113.28,26.2
1113.30,27.7
1113.32,27.2
1113.34,23.3
1113.36,39.1
1113.38,11.2
1113.40,19.6
1113.42,33.7
1113.44,24.6
1113.46,26.7
1113.48,16.5
1113.50,16.7
1113.52,24.6
1113.54,29.2
1113.56,22.2
1113.58,26.9
1113.60,28.8
1113.62,22.9
1113.64,34.9
1113.66,3.3
1113.68,32.9
1113.70,24.4
1113.72,26.2
1113.74,20.6
1113.76,29.0
1113.78,3.3
1113.80,32.7
1113.82,28.0
1113.84,24.0
1113.86,33.2
1113.88,13.9
1113.90,33.1
1113.92,22.4
1113.94,10.1
1113.96,21.2
1113.98,18.4
1114.00,41.9
1114.02,44.4
1114.04,18.1
1114.06,19.8
1114.08,21.5
1114.10,18.8
1114.12,26.0
1114.14,32.9
1114.16,30.4
1114.18,24.2
1114.20,25.1
1114.22,25.1
1114.24,22.2
1114.26,28.8
1114.28,24.4
1114.30,31.4
1114.32,29.9
1114.34,11.4
1114.36,14.4
1114.38,25.2
1114.40,16.4
1114.42,7.7
1114.44,17.8
1114.46,27.2
1114.48,27.2
1114.50,5.7
1114.52,19.4
1114.54,33.5
1114.56,26.5
1114.58,13.1
1114.60,14.8
1114.62,32.2
1114.64,34.4
1114.66,33.3
1114.68,16.7
1114.70,27.0
1114.72,16.0
1114.74,18.9
1114.76,26.1
1114.78,19.1
1114.80,21.4
1114.82,34.8
1114.84,28.2
1114.86,25.9
1114.88,25.6
1114.90,23.7
1114.92,14.0
1114.94,26.0
1114.96,24.8
1114.98,13.8
1115.00,16.9
1115.02,43.6
1115.04,37.4
1115.06,30.5
1115.08,10.5
1115.10,24.6
1115.12,32.0
1115.14,38.6
1115.16,26.5
1115.18,24.1
1115.20,35.0
1115.22,10.7
1115.24,38.7
1115.26,36.1
1115.28,13.7
1115.30,32.1
1115.32,19.0
1115.34,29.5
1115.36,20.0
1115.38,23.5
1115.40,28.4
1115.42,39.9
1115.44,36.9
1115.46,18.1
1115.48,26.1
1115.50,33.9
1115.52,44.9
1115.54,22.7
1115.56,29.0
1115.58,11.8
1115.60,26.1
1115.62,30.9
1115.64,20.1
1115.66,27.4
1115.68,27.7
1115.70,26.5
1115.72,32.6
1115.74,25.0
1115.76,11.6
1115.78,33.7
1115.80,28.2
1115.82,35.1
1115.84,32.2
1115.86,14.3
1115.88,29.2
1115.90,26.6
1115.92,26.1
1115.94,23.5
1115.96,24.9
1115.98,4.9
1116.00,31.3
1116.02,25.1
1116.04,17.6
1116.06,24.1
1116.08,19.5
1116.10,20.1
1116.12,33.2
1116.14,43.5
1116.16,21.9
1116.18,21.6
1116.20,23.2
1116.22,31.6
1116.24,17.0
1116.26,33.2
1116.28,20.3
1116.30,28.7
1116.32,20.0
1116.34,32.9
1116.36,11.6
1116.38,33.3
1116.40,22.0
1116.42,38.3
1116.44,25.6
1116.46,18.1
1116.48,38.2
1116.50,25.1
1116.52,25.7
1116.54,14.7
1116.56,21.4
1116.58,22.9
1116.60,27.2
1116.62,16.1
1116.64,20.5
1116.66,32.9
1116.68,14.0
1116.70,11.7
1116.72,17.1
1116.74,37.3
1116.76,13.5
1116.78,34.8
1116.80,34.7
1116.82,33.1
1116.84,17.0
1116.86,20.1
1116.88,17.6
1116.90,40.9
1116.92,26.4
1116.94,15.5
1116.96,21.6
1116.98,22.7
1117.00,32.3
1117.02,21.3
1117.04,23.4
1117.06,14.3
1117.08,19.5
1117.10,33.7
1117.12,24.2
1117.14,11.4
1117.16,32.6
1117.18,44.7
1117.20,19.6
1117.22,24.5
1117.24,43.8
1117.26,35.2
1117.28,33.3
1117.30,14.2
1117.32,28.1
1117.34,27.7
1117.36,37.3
1117.38,24.8
1117.40,25.3
1117.42,22.8
1117.44,40.3
1117.46,18.1
1117.48,24.6
1117.50,27.5
1117.52,19.6
1117.54,7.2
1117.56,42.1
1117.58,22.0
1117.60,33.3
1117.62,28.4
1117.64,8.1
1117.66,32.7
1117.68,17.1
1117.70,6.9
1117.72,33.3
1117.74,16.7
1117.76,23.3
1117.78,28.3
1117.80,29.3
1117.82,24.1
1117.84,22.7
1117.86,22.4
1117.88,31.5
1117.90,16.5
1117.92,34.4
1117.94,22.6
1117.96,30.0
1117.98,28.5
1118.00,39.1
1118.02,15.2
1118.04,19.1
1118.06,31.7
1118.08,23.5
1118.10,32.3
1118.12,35.3
1118.14,23.5
1118.16,34.3
1118.18,27.4
1118.20,11.0
1118.22,13.5
1118.24,27.8
1118.26,29.3
1118.28,17.6
1118.30,30.8
1118.32,43.1
1118.34,17.1
1118.36,22.7
1118.38,28.7
1118.40,22.8
1118.42,19.0
1118.44,14.1
1118.46,16.7
1118.48,40.7
1118.50,30.8
1118.52,32.9
1118.54,21.5
1118.56,16.7
1118.58,25.2
1118.60,30.7
1118.62,22.1
1118.64,34.1
1118.66,23.6
1118.68,16.9
1118.70,21.2
1118.72,27.7
1118.74,31.5
1118.76,42.5
1118.78,14.1
1118.80,19.6
1118.82,20.8
1118.84,21.8
1118.86,10.9
1118.88,10.4
1118.90,33.2
1118.92,38.1
1118.94,18.4
1118.96,31.7
1118.98,18.7
1119.00,22.6
1119.02,34.1
1119.04,37.9
1119.06,36.0
1119.08,22.0
1119.10,25.9
1119.12,41.0
1119.14,21.3
1119.16,21.3
1119.18,20.4
1119.20,16.2
1119.22,25.6
1119.24,29.0
1119.26,30.5
1119.28,23.8
1119.30,13.9
1119.32,34.9
1119.34,0.0
1119.36,24.2
1119.38,32.5
1119.40,32.9
1119.42,25.5
1119.44,37.9
1119.46,26.4
1119.48,34.1
1119.50,18.2
1119.52,30.2
1119.54,22.1
1119.56,37.4
1119.58,18.0
1119.60,24.0
1119.62,15.5
1119.64,33.2
1119.66,17.3
1119.68,24.0
1119.70,18.4
1119.72,34.1
1119.74,15.4
1119.76,19.8
1119.78,14.5
1119.80,23.7
1119.82,10.2
1119.84,28.1
1119.86,32.6
1119.88,34.0
1119.90,22.3
1119.92,31.2
1119.94,17.2
1119.96,27.6
1119.98,15.0
1120.00,35.6
1120.02,22.2
1120.04,31.1
1120.06,35.7
1120.08,20.6
1120.10,17.1
1120.12,35.1
1120.14,34.6
1120.16,16.8
1120.18,38.6
1120.20,17.3
1120.22,28.8
1120.24,31.1
1120.26,23.4
1120.28,13.9
1120.30,30.7
1120.32,23.6
1120.34,23.7
1120.36,7.4
1120.38,28.0
1120.40,28.5
1120.42,20.0
1120.44,26.1
1120.46,23.9
1120.48,14.9
1120.50,25.0
1120.52,39.5
1120.54,30.6
1120.56,19.4
1120.58,22.9
1120.60,39.7
1120.62,38.3
1120.64,10.8
1120.66,39.9
1120.68,22.3
1120.70,17.0
1120.72,20.3
1120.74,26.8
1120.76,25.8
1120.78,31.7
1120.80,15.3
1120.82,20.1
1120.84,24.8
1120.86,19.9
1120.88,32.1
1120.90,33.5
1120.92,26.1
1120.94,12.4
1120.96,30.2
1120.98,24.8
1121.00,30.0
1121.02,32.2
1121.04,40.1
1121.06,10.9
1121.08,31.8
1121.10,21.7
1121.12,31.4
1121.14,17.4
1121.16,21.4
1121.18,28.8
1121.20,19.3
1121.22,33.7
1121.24,29.4
1121.26,30.8
1121.28,40.7
1121.30,8.3
1121.32,31.3
1121.34,31.0
1121.36,29.5
1121.38,26.4
1121.40,27.7
1121.42,19.8
1121.44,28.9
1121.46,12.2
1121.48,45.3
1121.50,32.3
1121.52,21.2
1121.54,16.3
1121.56,34.7
1121.58,20.8
1121.60,27.6
1121.62,34.3
1121.64,18.3
1121.66,23.5
1121.68,43.0
1121.70,28.8
1121.72,22.9
1121.74,31.3
1121.76,23.9
1121.78,34.2
1121.80,28.9
1121.82,29.7
1121.84,20.5
1121.86,30.4
1121.88,24.2
1121.90,36.6
1121.92,27.3
1121.94,40.6
1121.96,22.7
1121.98,24.9
1122.00,39.1
1122.02,12.8
1122.04,19.8
1122.06,22.2
1122.08,13.7
1122.10,25.8
1122.12,36.4
1122.14,26.2
1122.16,22.7
1122.18,32.8
1122.20,37.3
1122.22,38.2
1122.24,15.4
1122.26,23.1
1122.28,26.5
1122.30,7.8
1122.32,33.8
1122.34,36.1
1122.36,21.4
1122.38,17.0
1122.40,13.0
1122.42,27.2
1122.44,18.9
1122.46,38.5
1122.48,19.4
1122.50,10.7
1122.52,29.2
1122.54,24.0
1122.56,27.8
1122.58,44.0
1122.60,25.6
1122.62,21.8
1122.64,30.0
1122.66,37.6
1122.68,26.9
1122.70,22.2
1122.72,41.7
1122.74,35.7
1122.76,27.8
1122.78,33.5
1122.80,20.0
1122.82,25.4
1122.84,27.6
1122.86,22.5
1122.88,31.2
1122.90,32.1
1122.92,29.0
1122.94,26.6
1122.96,7.4
1122.98,22.9
1123.00,21.3
1123.02,23.8
1123.04,39.9
1123.06,16.0
1123.08,14.2
1123.10,25.4
1123.12,20.9
1123.14,32.3
1123.16,13.9
1123.18,38.6
1123.20,35.4
1123.22,23.3
1123.24,35.4
1123.26,19.8
1123.28,23.9
1123.30,42.6
1123.32,34.1
1123.34,10.0
1123.36,31.8
1123.38,37.4
1123.40,6.3
1123.42,22.1
1123.44,25.5
1123.46,29.7
1123.48,22.1
1123.50,34.4
1123.52,29.1
1123.54,14.5
1123.56,32.6
1123.58,31.5
1123.60,24.9
1123.62,30.9
1123.64,18.4
1123.66,15.0
1123.68,24.0
1123.70,29.6
1123.72,26.0
1123.74,30.7
1123.76,32.7
1123.78,8.0
1123.80,23.9
1123.82,42.3
1123.84,13.8
1123.86,27.6
1123.88,23.6
1123.90,4.7
1123.92,35.1
1123.94,10.8
1123.96,21.0
1123.98,9.7
1124.00,33.4
1124.02,17.1
1124.04,29.8
1124.06,26.1
1124.08,17.0
1124.10,29.2
1124.12,6.9
1124.14,28.2
1124.16,22.7
1124.18,28.2
1124.20,38.9
1124.22,27.6
1124.24,29.9
1124.26,28.4
1124.28,39.6
1124.30,26.3
1124.32,24.4
1124.34,24.9
1124.36,23.9
1124.38,17.0
1124.40,17.4
1124.42,17.5
1124.44,20.9
1124.46,17.3
1124.48,25.3
1124.50,19.8
1124.52,18.2
1124.54,32.0
1124.56,31.2
1124.58,40.9
1124.60,14.0
1124.62,5.4
1124.64,29.3
1124.66,31.1
1124.68,31.5
1124.70,11.9
1124.72,22.6
1124.74,26.4
1124.76,22.4
1124.78,37.8
1124.80,0.1
1124.82,29.7
1124.84,23.0
1124.86,18.3
1124.88,30.1
1124.90,28.4
1124.92,10.0
1124.94,30.8
1124.96,9.8
1124.98,21.3
1125.00,22.2
1125.02,38.8
1125.04,16.4
1125.06,23.7
1125.08,22.9
1125.10,24.7
1125.12,34.8
1125.14,30.0
1125.16,9.6
1125.18,27.3
1125.20,30.2
1125.22,15.1
1125.24,18.1
1125.26,46.5
1125.28,24.1
1125.30,43.0
1125.32,30.0
1125.34,11.7
1125.36,17.7
1125.38,26.2
1125.40,26.8
1125.42,26.2
1125.44,35.7
1125.46,45.1
1125.48,35.2
1125.50,20.0
1125.52,30.5
1125.54,44.6
1125.56,29.7
1125.58,33.6
1125.60,41.4
1125.62,21.1
1125.64,25.1
1125.66,31.4
1125.68,22.4
1125.70,23.9
1125.72,21.0
1125.74,26.4
1125.76,22.6
1125.78,26.8
1125.80,14.1
1125.82,33.5
1125.84,20.0
1125.86,25.0
1125.88,19.7
1125.90,40.8
1125.92,12.2
1125.94,23.6
1125.96,26.4
1125.98,42.2
1126.00,25.3
1126.02,23.8
1126.04,22.1
1126.06,23.6
1126.08,19.7
1126.10,35.2
1126.12,20.5
1126.14,25.8
1126.16,23.2
1126.18,36.4
1126.20,9.2
1126.22,16.9
1126.24,12.1
1126.26,6.4
1126.28,20.8
1126.30,23.6
1126.32,17.5
1126.34,36.1
1126.36,22.4
1126.38,16.3
1126.40,24.0
1126.42,19.8
1126.44,29.8
1126.46,25.1
1126.48,29.0
1126.50,33.9
1126.52,22.0
1126.54,29.7
1126.56,47.7
1126.58,18.8
1126.60,19.6
1126.62,14.5
1126.64,20.2
1126.66,31.3
1126.68,27.1
1126.70,16.8
1126.72,27.7
1126.74,52.2
1126.76,35.0
1126.78,33.4
1126.80,35.0
1126.82,27.1
1126.84,15.5
1126.86,39.6
1126.88,23.4
1126.90,24.2
1126.92,32.6
1126.94,32.6
1126.96,28.7
1126.98,37.8
1127.00,25.8
1127.02,50.3
1127.04,20.3
1127.06,26.0
1127.08,20.2
1127.10,21.4
1127.12,24.9
1127.14,18.0
1127.16,17.4
1127.18,22.1
1127.20,28.9
1127.22,24.1
1127.24,21.5
1127.26,17.6
1127.28,54.1
1127.30,19.5
1127.32,16.2
1127.34,35.0
1127.36,22.5
1127.38,21.7
1127.40,21.0
1127.42,33.1
1127.44,21.1
1127.46,23.0
1127.48,12.6
1127.50,30.0
1127.52,10.8
1127.54,41.2
1127.56,28.9
1127.58,25.7
1127.60,20.4
1127.62,23.9
1127.64,23.7
1127.66,28.5
1127.68,6.0
1127.70,16.5
1127.72,34.3
1127.74,36.5
1127.76,31.1
1127.78,22.3
1127.80,23.4
1127.82,18.8
1127.84,17.8
1127.86,29.9
1127.88,39.8
1127.90,24.9
1127.92,15.8
1127.94,15.8
1127.96,22.2
1127.98,30.1
1128.00,27.1
1128.02,25.1
1128.04,36.1
1128.06,24.7
1128.08,30.2
1128.10,24.4
1128.12,30.1
1128.14,32.7
1128.16,21.4
1128.18,29.5
1128.20,23.2
1128.22,24.0
1128.24,45.7
1128.26,24.9
1128.28,8.1
1128.30,20.8
1128.32,31.6
1128.34,34.2
1128.36,33.8
1128.38,21.1
1128.40,21.7
1128.42,37.8
1128.44,22.5
1128.46,21.9
1128.48,18.1
1128.50,27.0
1128.52,11.5
1128.54,19.0
1128.56,21.8
1128.58,26.0
1128.60,32.4
1128.62,26.6
1128.64,18.3
1128.66,32.5
1128.68,21.6
1128.70,26.6
1128.72,36.9
1128.74,27.1
1128.76,22.3
1128.78,36.8
1128.80,18.6
1128.82,16.3
1128.84,30.0
1128.86,11.1
1128.88,27.0
1128.90,22.9
1128.92,14.9
1128.94,24.1
1128.96,25.7
1128.98,18.4
1129.00,35.3
1129.02,33.5
1129.04,42.3
1129.06,27.9
1129.08,16.4
1129.10,14.5
1129.12,15.0
1129.14,34.9
1129.16,26.6
1129.18,29.8
1129.20,19.7
1129.22,11.0
1129.24,31.6
1129.26,49.5
1129.28,25.9
1129.30,29.5
1129.32,14.3
1129.34,22.6
1129.36,25.6
1129.38,32.4
1129.40,28.0
1129.42,15.3
1129.44,26.4
1129.46,19.6
1129.48,29.1
1129.50,29.0
1129.52,20.7
1129.54,23.1
1129.56,32.4
1129.58,24.2
1129.60,34.8
1129.62,30.8
1129.64,10.3
1129.66,24.7
1129.68,31.3
1129.70,14.4
1129.72,26.3
1129.74,25.3
1129.76,31.1
1129.78,24.1
1129.80,15.0
1129.82,19.3
1129.84,29.6
1129.86,25.8
1129.88,14.1
1129.90,25.5
1129.92,26.6
1129.94,28.8
1129.96,19.4
1129.98,23.7
1130.00,26.2
1130.02,3.9
1130.04,8.4
1130.06,21.2
1130.08,20.5
1130.10,32.3
1130.12,40.3
1130.14,39.7
1130.16,23.4
1130.18,30.2
1130.20,12.5
1130.22,31.6
1130.24,28.2
1130.26,27.7
1130.28,26.8
1130.30,37.5
1130.32,26.4
1130.34,32.3
1130.36,20.2
1130.38,28.4
1130.40,9.6
1130.42,16.4
1130.44,43.3
1130.46,35.4
1130.48,29.6
1130.50,10.1
1130.52,32.2
1130.54,21.9
1130.56,20.2
1130.58,42.8
1130.60,37.8
1130.62,28.0
1130.64,38.9
1130.66,34.7
1130.68,12.6
1130.70,40.4
1130.72,16.1
1130.74,17.1
1130.76,12.6
1130.78,18.4
1130.80,20.2
1130.82,21.6
1130.84,19.9
1130.86,9.9
1130.88,15.3
1130.90,22.1
1130.92,29.7
1130.94,18.2
1130.96,13.0
1130.98,18.3
1131.00,36.4
1131.02,23.8
1131.04,32.5
1131.06,40.7
1131.08,29.0
1131.10,15.6
1131.12,23.4
1131.14,14.4
1131.16,32.1
1131.18,38.3
1131.20,11.6
1131.22,27.8
1131.24,20.3
1131.26,33.9
1131.28,13.6
1131.30,27.2
1131.32,23.3
1131.34,24.8
1131.36,13.6
1131.38,9.6
1131.40,27.5
1131.42,11.9
1131.44,25.1
1131.46,37.2
1131.48,29.9
1131.50,32.5
1131.52,1.5
1131.54,48.4
1131.56,21.1
1131.58,42.8
1131.60,26.2
1131.62,17.0
1131.64,19.5
1131.66,23.1
1131.68,31.9
1131.70,24.3
1131.72,27.7
1131.74,32.7
1131.76,35.0
1131.78,8.0
1131.80,46.9
1131.82,25.2
1131.84,18.0
1131.86,30.1
1131.88,10.8
1131.90,18.7
1131.92,21.1
1131.94,33.7
1131.96,19.9
1131.98,27.2
1132.00,23.7
1132.02,30.6
1132.04,17.5
1132.06,22.2
1132.08,18.1
1132.10,24.4
1132.12,18.6
1132.14,18.8
1132.16,22.8
1132.18,26.9
1132.20,42.2
1132.22,41.3
1132.24,19.5
1132.26,15.5
1132.28,34.5
1132.30,24.1
1132.32,30.2
1132.34,19.4
1132.36,9.3
1132.38,20.5
1132.40,30.6
1132.42,19.0
1132.44,25.5
1132.46,31.6
1132.48,20.0
1132.50,33.2
1132.52,16.0
1132.54,41.2
1132.56,12.8
1132.58,25.1
1132.60,29.3
1132.62,28.6
1132.64,33.5
1132.66,29.6
1132.68,22.9
1132.70,20.4
1132.72,28.9
1132.74,20.6
1132.76,43.1
1132.78,12.5
1132.80,33.4
1132.82,36.2
1132.84,14.6
1132.86,22.8
1132.88,24.6
1132.90,33.7
1132.92,18.4
1132.94,23.9
1132.96,27.5
1132.98,23.6
1133.00,28.8
1133.02,14.3
1133.04,24.1
1133.06,31.5
1133.08,41.2
1133.10,25.4
1133.12,11.1
1133.14,23.4
1133.16,24.9
1133.18,28.7
1133.20,34.7
1133.22,28.7
1133.24,38.6
1133.26,21.5
1133.28,26.5
1133.30,29.7
1133.32,14.3
1133.34,8.8
1133.36,23.6
1133.38,17.9
1133.40,22.3
1133.42,20.2
1133.44,22.9
1133.46,10.4
1133.48,3.1
1133.50,26.4
1133.52,7.7
1133.54,24.0
1133.56,16.5
1133.58,40.6
1133.60,19.3
1133.62,25.5
1133.64,28.4
1133.66,13.8
1133.68,21.2
1133.70,39.9
1133.72,32.0
1133.74,17.8
1133.76,29.3
1133.78,44.3
1133.80,39.2
1133.82,19.8
1133.84,13.0
1133.86,20.8
1133.88,19.0
1133.90,16.5
1133.92,14.8
1133.94,26.2
1133.96,37.3
1133.98,36.1
1134.00,6.9
1134.02,33.1
1134.04,34.3
1134.06,29.9
1134.08,21.8
1134.10,18.3
1134.12,23.3
1134.14,27.4
1134.16,31.3
1134.18,21.9
1134.20,15.4
1134.22,29.8
1134.24,19.1
1134.26,17.2
1134.28,16.0
1134.30,14.7
1134.32,20.6
1134.34,30.3
1134.36,14.3
1134.38,24.8
1134.40,35.6
1134.42,30.9
1134.44,9.9
1134.46,24.8
1134.48,13.7
1134.50,22.2
1134.52,31.5
1134.54,31.4
1134.56,26.3
1134.58,24.2
1134.60,23.6
1134.62,39.3
1134.64,29.7
1134.66,32.6
1134.68,30.7
1134.70,28.8
1134.72,28.4
1134.74,20.9
1134.76,40.7
1134.78,35.8
1134.80,42.6
1134.82,19.4
1134.84,30.0
1134.86,32.0
1134.88,20.9
1134.90,25.5
1134.92,18.4
1134.94,30.9
1134.96,41.7
1134.98,14.0
1135.00,19.5
1135.02,13.2
1135.04,40.0
1135.06,12.9
1135.08,23.9
1135.10,37.9
1135.12,43.7
1135.14,11.7
1135.16,38.9
1135.18,12.8
1135.20,10.9
1135.22,32.9
1135.24,36.4
1135.26,27.3
1135.28,27.4
1135.30,27.6
1135.32,24.1
1135.34,9.6
1135.36,12.1
1135.38,23.0
1135.40,26.7
1135.42,43.2
1135.44,13.8
1135.46,27.3
1135.48,25.0
1135.50,15.5
1135.52,37.0
1135.54,17.3
1135.56,18.4
1135.58,23.0
1135.60,26.8
1135.62,10.1
1135.64,23.5
1135.66,18.4
1135.68,18.0
1135.70,32.3
1135.72,40.3
1135.74,27.0
1135.76,22.6
1135.78,4.7
1135.80,33.8
1135.82,13.1
1135.84,19.1
1135.86,11.5
1135.88,1.6
1135.90,28.1
1135.92,10.9
1135.94,32.5
1135.96,24.3
1135.98,37.0
1136.00,15.0
1136.02,12.8
1136.04,7.3
1136.06,30.2
1136.08,42.5
1136.10,20.6
1136.12,7.1
1136.14,29.9
1136.16,20.7
1136.18,27.9
1136.20,30.7
1136.22,30.2
1136.24,19.5
1136.26,19.0
1136.28,33.8
1136.30,29.8
1136.32,15.6
1136.34,24.5
1136.36,22.4
1136.38,8.2
1136.40,22.9
1136.42,20.4
1136.44,25.8
1136.46,20.2
1136.48,27.6
1136.50,28.8
1136.52,22.4
1136.54,32.3
1136.56,15.5
1136.58,14.7
1136.60,16.3
1136.62,31.1
1136.64,17.5
1136.66,38.3
1136.68,29.1
1136.70,18.5
1136.72,25.8
1136.74,37.3
1136.76,41.4
1136.78,29.8
1136.80,18.6
1136.82,41.7
1136.84,23.7
1136.86,25.9
1136.88,34.0
1136.90,33.1
1136.92,42.0
1136.94,21.6
1136.96,38.3
1136.98,33.4
1137.00,36.4
1137.02,21.2
1137.04,35.6
1137.06,30.4
1137.08,48.8
1137.10,28.7
1137.12,30.9
1137.14,26.8
1137.16,22.8
1137.18,21.5
1137.20,27.0
1137.22,27.3
1137.24,17.7
1137.26,26.0
1137.28,24.5
1137.30,22.5
1137.32,30.5
1137.34,13.1
1137.36,21.6
1137.38,24.6
1137.40,28.2
1137.42,31.2
1137.44,16.5
1137.46,20.7
1137.48,34.0
1137.50,14.0
1137.52,26.1
1137.54,29.8
1137.56,30.3
1137.58,25.7
